timestamp,omega,khra_amp,gixx_amp,coherence,asymmetry,vorticity_mean,gpu_temp_c,gpu_power_w,cycle
2026-03-27T08:19:20.254814,1.4,0.03,0.01,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:23.257954,1.4,0.03,0.012,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:26.262183,1.4,0.04,0.004,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:29.337019,1.4,0.04,0.006,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:32.340798,1.4,0.04,0.008,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:35.344027,1.4,0.04,0.01,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:38.347583,1.4,0.04,0.012,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:41.350614,1.4,0.05,0.004,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:44.354428,1.4,0.05,0.006,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:47.358339,1.4,0.05,0.008,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:50.361544,1.4,0.05,0.01,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:53.364871,1.4,0.05,0.012,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:56.368353,1.5,0.01,0.004,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:59.458188,1.5,0.01,0.006,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:20:02.461346,1.5,0.01,0.008,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:20:05.464614,1.5,0.01,0.01,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:20:08.468237,1.5,0.01,0.012,0.74,12.3423,0.028718,46,77.8,195980
2026-03-27T08:20:11.513171,1.5,0.02,0.004,0.7387,12.5111,0.023041,57,290.1,196400
2026-03-27T08:20:14.532832,1.5,0.02,0.006,0.7385,12.5234,0.032687,54,277.3,196820
2026-03-27T08:20:17.549703,1.5,0.02,0.008,0.7401,12.3382,0.027721,55,282.4,197240
2026-03-27T08:20:20.583366,1.5,0.02,0.01,0.7396,12.4003,0.024718,54,283.0,197630
2026-03-27T08:20:23.627733,1.5,0.02,0.012,0.7383,12.5529,0.023915,55,278.9,198040
2026-03-27T08:20:26.632449,1.5,0.03,0.004,0.7381,12.5895,0.031996,56,287.3,198450
2026-03-27T08:20:29.721641,1.5,0.03,0.006,0.7395,12.408,0.032721,58,289.5,198600
